0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999956961732177,0.793322968212564,0.787544887749424,0.78088553685871,0.773162546843898,0.764145325650048,0.753547388930136,0.740999283779441,0.726033793283695,0.708054756075372,0.686305659868347,0.659838017583422,0.627497947481259,0.587955832355713,0.539858005680096,0.482208447535524,0.415101594976426,0.340685195635267,0.263388578464766,0.186428104668444,0.0668708568356867,0.0667292483494432,0.184988657103734,0.260580797001175,0.336662534190587,0.41039064075539,0.47717377596879,0.534153887989778,0.58419865490378,0.625315636282298,0.658445130689544,0.685423548228058,0.707517423046435,0.725736181878083,0.740873892523472,0.753550181398236,0.764247041017025,0.773343367559807,0.781131729968804,0.78784677112976,0.793673586773675
0.000450431058567349,0.000359419252287181,0.000356840519800178,0.000353867731777964,0.000350419650327984,0.000346393196125859,0.000341660069315545,0.000336054574102201,0.000329366779030834,0.000321328268127004,0.000311597487497459,0.000299744621930337,0.000285243891456717,0.000267484244331634,0.000245833272129459,0.000219802846457143,0.0001893717830963,0.000155412818194913,0.000119785802687484,8.37476548599711e-05,3.06748024749728e-05,2.13857731369969e-05,5.98117912488997e-05,8.61623137229766e-05,0.00010931967695997,0.000125472260138967,0.000127497519716519,8.21645792906947e-05,0.000178218415264449,0.000240966909205806,0.000270885548443748,0.00029178803101323,0.000307292025156043,0.000319145881238103,0.000328428821627199,0.000335848041588791,0.000341881615733708,0.000346863157848211,0.000351027996760244,0.00035454974856203,0.000357557027413785
0.00022521553181617,0.000178714642980759,0.000177412997112069,0.000175912823852888,0.000174173036142863,0.000172141687371627,0.000169754240537135,0.000166927470092332,0.000163556118214412,0.000159505885216823,0.000154606348110962,0.000148643843697599,0.000141358420623861,0.000132450550976927,0.000121615289234846,0.000108628259883939,9.35107441666066e-05,7.67465816537024e-05,5.93334407703595e-05,4.20002275448098e-05,1.50395173260393e-05,1.50346585173266e-05,4.16718894912285e-05,5.8698514127399e-05,7.58370300174459e-05,9.24471044610736e-05,0.000107493525431406,0.000120331121456536,0.000131604592232102,0.000140866959018863,0.000148330138738295,0.000154407659782045,0.000159384829698942,0.000163489035168364,0.000166899159521561,0.000169754788368667,0.000172164504796426,0.000174213658418545,0.000175968159041563,0.0001774808668663,0.000178793480250828
0.0499978684646778,0.032450346684798,0.0322133133606584,0.0319408213196159,0.0316254850897945,0.0312579652360564,0.0308266576567195,0.0303165938169614,0.0297088368620544,0.0289792158335535,0.0280970421734919,0.0270238124024927,0.0257126244963126,0.0241093218457892,0.0221585191589683,0.0198188522236995,0.0170923029567202,0.0140627048189965,0.0109050099045415,0.00775578668680713,0.00342015374903399,0.00341576280439434,0.0077111389122039,0.010810717820908,0.0139222750514033,0.0169248283206293,0.0196385765114167,0.0219532885359134,0.0239778081675607,0.025641667432442,0.0269842746002154,0.0280785806056377,0.0289756331787934,0.0297161890330388,0.0303323332765742,0.0308491133706433,0.0312860199957924,0.0316583772213034,0.0319780180510582,0.0322544354229738,0.0324951182430357
