,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.999908009011611,0.6455406528414925,0.6392892033559914,0.6323643981641549,0.6246344377002531,0.6159335900907407,0.6060591564485814,0.5947513645283469,0.5816863504269538,0.5664543509654814,0.5485365917933174,0.5272788891509199,0.501876269722463,0.47138948382736046,0.43485093030849764,0.3915183198513955,0.34131439068156877,0.28531625272160377,0.22573100799220291,0.16392852658756651,0.06106082478426256,0.06106082546188718,0.16392852655104462,0.22573100795582113,0.285316252721312,0.341314390680896,0.3915183198512262,0.43485093030665667,0.47138948382751067,0.5018762697229379,0.5272788891513505,0.5485365917932008,0.5664543509652635,0.5816863504269671,0.5947513645281188,0.6060591564485684,0.6159335900904396,0.6246344377002748,0.6323643981640028,0.639289203355986,0.645540652841701
