,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.7806725859068483,0.7750709949198062,0.7686165039522158,0.7611324386857585,0.7523953403890298,0.7421274630458976,0.7299704127448653,0.7154705889715738,0.6980485791824209,0.6769680016448145,0.6513035423670996,0.6199255725202416,0.581524706324222,0.5347519255593695,0.47857883974345977,0.41299983535067664,0.3399749628239421,0.2637044084963496,0.18729186371187975,0.06757729109214597,0.06757729210764563,0.18729186363205585,0.2637044084510497,0.33997496282369577,0.4129998353497607,0.4785788397432347,0.534751925556984,0.5815247063244136,0.6199255725209024,0.6513035423676727,0.6769680016446649,0.6980485791821254,0.7154705889715779,0.7299704127445716,0.7421274630458818,0.7523953403886461,0.7611324386857891,0.7686165039520172,0.7750709949198021,0.7806725859071125
